id,label,scenario,text,signals,difficulty,source,language,modality,_meta
seed_013_gen_08,safe,family_logistics,"Папа: Ты в воскресенье сможешь помочь перевезти вещи на дачу? Сын: Да, после обеда свободен. Папа: Тогда в два подъезжай к дому, погрузим всё в машину. Сын: Хорошо, возьму ещё пару коробок и скотч.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_013_gen_08', 'brief_id': 'seed_013'}"
seed_014_gen_01,safe,doctor_appointment,"Администратор: Добрый день, это регистратура клиники. Можем записать вас на прием к врачу сегодня. Пожалуйста, укажите дату и время.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_01', 'brief_id': 'seed_014'}"
seed_014_gen_02,safe,doctor_appointment,"Администратор: Добрый день, это администратор клиники. Вы записаны на прием к врачу сегодня в 14:30. Клиент: Здравствуйте, я всё понял. Администратор: Спасибо за понимание. Если у вас возникнут вопросы, обращайтесь. Клиент: Да, спасибо.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_02', 'brief_id': 'seed_014'}"
seed_014_gen_03,safe,doctor_appointment,"Администратор: Здравствуйте, это администратор клиники. Вы записаны на прием к врачу сегодня в 14:00. Всё в порядке?",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_03', 'brief_id': 'seed_014'}"
seed_014_gen_04,safe,doctor_appointment,"Администратор: Добрый день, это регистратура клиники. Вы записаны на прием к врачу сегодня в 14:30. Клиент: Здравствуйте, спасибо. Администратор: Без проблем. Если у вас возникнут вопросы, обращайтесь. Клиент: Спасибо.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_04', 'brief_id': 'seed_014'}"
seed_014_gen_05,safe,doctor_appointment,"Администратор: Добрый день, это администратор клиники. Вы записаны на прием к врачу сегодня в 14:30. Всего хорошего!",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_05', 'brief_id': 'seed_014'}"
seed_014_gen_06,safe,doctor_appointment,"Администратор: Добрый день, это регистратура нашей клиники. Можем записать вас на прием к врачу сегодня. Клиент: Хорошо, скажите, когда и где мне нужно будет прийти? Администратор: Вы приходите в 14:00 в регистратуру. Клиент: Спасибо за информацию. Администратор: Пожалуйста, обращайтесь еще, если возникнут вопросы.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_06', 'brief_id': 'seed_014'}"
seed_014_gen_07,safe,doctor_appointment,"Администратор: Добрый день, это администратор клиники. Мы записали вас на прием к врачу сегодня в 14:30. Пожалуйста, придите вовремя. Врач: Спасибо за запись. Администратор: Будьте осторожны на улице, погода холодная. Врач: Да, спасибо. Администратор: Если у вас возникнут вопросы, обращайтесь к нам. Врач: Спасибо.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_014_gen_07', 'brief_id': 'seed_014'}"
seed_015_gen_01,safe,bank_office_info,"Оператор: Добрый день! Я из отделения банка. Хотел бы узнать, когда можно будет забрать свои документы? Клиент: Да, конечно. Они были отправлены недавно. Оператор: Отлично, спасибо за информацию. Если у вас возникнут вопросы, обращайтесь. Клиент: Спасибо!",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_01', 'brief_id': 'seed_015'}"
seed_015_gen_02,safe,bank_office_info,"Оператор: Добрый день, это служба поддержки банка. Хотели бы узнать график работы отделения вашего банка?",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_02', 'brief_id': 'seed_015'}"
seed_015_gen_03,safe,bank_office_info,"Оператор: Добрый день! Я из отделения банка. Хотел бы уточнить информацию о графике работы. Клиент: Да, конечно. Какие у вас часы? Оператор: Мы работаем с понедельника по пятницу, с 9:00 до 18:00. Клиент: Спасибо за информацию. Оператор: Пожалуйста, обращайтесь еще. Клиент: Спасибо!",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_03', 'brief_id': 'seed_015'}"
seed_015_gen_04,safe,bank_office_info,"Оператор: Добрый день! Это служба поддержки банка. Хотели бы узнать график работы отделения вашего банка? Клиент: Да, пожалуйста. Оператор: График работы таков: с понедельника по пятницу с 9:00 до 18:00. Клиент: Спасибо за информацию. Оператор: Рад был помочь. Если у вас возникнут еще вопросы, обращайтесь. Клиент: Спасибо!",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_04', 'brief_id': 'seed_015'}"
seed_015_gen_05,safe,bank_office_info,"Оператор: Добрый день, я из службы поддержки банка. Хотел бы узнать, когда у вас будет выходной? Клиент: У нас завтра выходной. Оператор: Спасибо за информацию. Если у вас возникнут вопросы, всегда можно обратиться к нам.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_05', 'brief_id': 'seed_015'}"
seed_015_gen_06,safe,bank_office_info,"Оператор: Добрый день, это служба поддержки банка. Хотелось бы уточнить информацию о графике работы отделения вашего банка. Клиент: Да, конечно. Оператор: Отделение работает с понедельника по пятницу, с 9:00 до 18:00. Клиент: А где находится? Оператор: Оно расположено на улице Ленина, дом 34. Клиент: Спасибо за информацию. Оператор: Пожалуйста, обращайтесь, если возникнут вопросы. Клиент: Спасибо.",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_06', 'brief_id': 'seed_015'}"
seed_015_gen_07,safe,bank_office_info,"Оператор: Добрый день! Я из отделения банка. Хотел бы узнать, когда можно будет забрать свои документы? Клиент: Да, конечно. Они были отправлены недавно. Оператор: Отлично, спасибо за информацию. Если у вас возникнут вопросы, обращайтесь. Клиент: Спасибо!",,easy,synthetic_llm_generated,ru,text,"{'request_id': 'seed_015_gen_07', 'brief_id': 'seed_015'}"
seed_016_gen_01,safe,it_support_internal,"Администратор поддержки: Здравствуйте, это служба поддержки компании. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор поддержки: Конечно, расскажите мне подробнее, пожалуйста. Пользователь: Программа зависает и не открывается. Администратор поддержки: Хорошо, давайте попробуем разобраться с этим. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_01', 'brief_id': 'seed_016'}"
seed_016_gen_02,safe,it_support_internal,"Администратор: Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор: Конечно, расскажите, пожалуйста, подробнее. Пользователь: Программа не запускается, постоянно выдает ошибку. Администратор: Хорошо, давайте попробуем решить эту проблему. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_02', 'brief_id': 'seed_016'}"
seed_016_gen_03,safe,it_support_internal,"Администратор: Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор: Конечно, расскажите подробнее, пожалуйста. Пользователь: Программа не запускается, она просто зависает. Администратор: Хорошо, давайте попробуем разобраться. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_03', 'brief_id': 'seed_016'}"
seed_016_gen_04,safe,it_support_internal,"Администратор: Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор: Конечно, расскажите, пожалуйста, подробнее. Пользователь: Программа не запускается, она выдает ошибку. Администратор: Хорошо, давайте попробуем разобраться с этим. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_04', 'brief_id': 'seed_016'}"
seed_016_gen_05,safe,it_support_internal,"Администратор: Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор: Конечно, расскажите подробнее, пожалуйста. Пользователь: Она постоянно зависает и не открывается. Администратор: Хорошо, давайте попробуем решить эту проблему. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_05', 'brief_id': 'seed_016'}"
seed_016_gen_06,safe,it_support_internal,"Администратор: Здравствуйте, это служба поддержки информационной системы. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор: Конечно, расскажите, пожалуйста, подробнее. Пользователь: Она не запускается и выдает ошибку. Администратор: Хорошо, я проверю это. Пользователь: Спасибо. Администратор: Уже ищу решение. Пользователь: Буду ждать. Администратор: Всё в порядке, проблема решена. Пользователь: Спасибо большое! Администратор: Рад был помочь. Пользователь: До свидания. Администратор: До свидания.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_06', 'brief_id': 'seed_016'}"
seed_016_gen_07,safe,it_support_internal,"Администратор поддержки: Здравствуйте, это IT поддержка. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор поддержки: Конечно, расскажите подробнее, пожалуйста. Пользователь: Программа не запускается, она выдает ошибку. Администратор поддержки: Хорошо, давайте попробуем решить эту проблему. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_07', 'brief_id': 'seed_016'}"
seed_016_gen_08,safe,it_support_internal,"Администратор поддержки: Здравствуйте, это IT-поддержка. Как я могу вам помочь сегодня? Пользователь: Привет, у меня возникла проблема с программой. Администратор поддержки: Конечно, расскажите подробнее, пожалуйста. Пользователь: Программа зависает и не открывается. Администратор поддержки: Хорошо, давайте попробуем разобраться. Пользователь: Спасибо.",,medium,synthetic_llm_generated,ru,text,"{'request_id': 'seed_016_gen_08', 'brief_id': 'seed_016'}"
