id,base_id,augmentation_type,label,text,preserved_signals,notes,_meta,_similarity
seed_004_gen_03_subtle,seed_004_gen_03,subtle,fraud,"Следователь: Добрый день, это служба безопасности. У нас есть информация о некорректной деятельности со стороны вашего аккаунта. Необходимо обсудить некоторые детали. Просим вас не прерывать связь.",police_impersonation;secrecy;pressure;do_not_hang_up,"Заменены ключевые формулировки на более завуалированные, сохранены основные признаки мошенничества.","{'request_id': 'seed_004_gen_03_subtle', 'scenario': 'fake_police_call'}",0.392
seed_004_gen_04_asr_noise,seed_004_gen_04,asr_noise,fraud,"Следователь: Здравствуйте, это оперативная група ФСБ. Мы проверяем вашу связь с подозрительной стороной. Клиент: Я ничего не делал. Следователь: Пожалуйста, не отвлекайтесь. Мы требуем, чтобы вы сообщили нам свой код эсэмэс для потверждения операции.",police_impersonation;secrecy;pressure;do_not_hang_up,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_004_gen_04_asr_noise', 'scenario': 'fake_police_call'}",0.9499
seed_004_gen_04_paraphrase,seed_004_gen_04,paraphrase,fraud,"Оперативник: Здравствуйте, это ФСБ. Мы проводим расследование связи с подозреваемым лицом. Клиент: Я не совершал никаких действий. Оперативник: Пожалуйста, не отвлекайтесь. Сообщите нам код из СМС для подтверждения операции.",police_impersonation;secrecy;pressure;do_not_hang_up,"Переформулированы фразы, сохранены сигналы и суть мошенничества.","{'request_id': 'seed_004_gen_04_paraphrase', 'scenario': 'fake_police_call'}",0.3171
seed_004_gen_04_subtle,seed_004_gen_04,subtle,fraud,"Следователь: Добрый день, это служба контроля связи ФСБ. Мы проводим проверку ваших коммуникаций. Клиент: Я ничего не совершал. Следователь: Пожалуйста, не отключайтесь. Мы просим вас сообщить нам код из СМС для проверки операции.",police_impersonation;secrecy;pressure;do_not_hang_up,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_004_gen_04_subtle', 'scenario': 'fake_police_call'}",0.5553
seed_005_gen_01_asr_noise,seed_005_gen_01,asr_noise,fraud,"Звонящий: Мама, не пугайся, я сбил человека, трубку передаю следователю. Следователь: Ваш сын сейчас у нас, вопрос можно решить без суда, но действовать нужно срочно. Клиент: Что от меня требуетца? Следователь: Немедленно переведите деньги на указанную карту и никому не звоните, пока мы оформляем документы. Клиент: Я хочу сначала поговорить с сыном. Следователь: Нельзя, он на допросе, если будешь тянуть время, дело сразу передадут в суд.",urgency;pressure;secrecy,"Внесены правдоподобные ошибки распознавания речи, сохранены ключевые сигналы и смысл сцены.","{'request_id': 'seed_005_gen_01_asr_noise', 'scenario': 'relative_emergency'}",0.9909
seed_005_gen_01_paraphrase,seed_005_gen_01,paraphrase,fraud,"Звонящий: Мама, я попал в аварию, передаю трубку полицейскому. Полицейский: Ваш сын находится у нас, можно решить вопрос мирно, но быстро. Клиент: Что мне делать? Полицейский: Переведите деньги на нашу карту немедленно и не звоните никому, пока мы оформляем бумаги. Клиент: Хочу сначала поговорить со своим сыном. Полицейский: Это невозможно, он на допросе. Если вы затянете, дело передадут в суд.",urgency;pressure;secrecy,"Формулировки изменены, сохранены ключевые сигналы и сценарий.","{'request_id': 'seed_005_gen_01_paraphrase', 'scenario': 'relative_emergency'}",0.105
seed_005_gen_01_subtle,seed_005_gen_01,subtle,fraud,"Звонящий: Мама, случилось непредвиденное, я попал в аварию, трубку передаю юристу. Юрист: Ваш сын сейчас находится у нас, вопрос можно решить мирно, но нужно действовать быстро. Клиент: Что мне нужно сделать? Юрист: Переведите деньги на указанную карту немедленно и не звоните никому, пока мы оформляем документы. Клиент: Хочу сначала поговорить со своим сыном. Юрист: Это невозможно, он занят, если вы будете медлить, дело может перейти в суд.",urgency;pressure;secrecy,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_005_gen_01_subtle', 'scenario': 'relative_emergency'}",0.1831
seed_005_gen_02_asr_noise,seed_005_gen_02,asr_noise,fraud,"Оператор: Здравствуйте, это служба безопасности банка. Ваш родственник попал в серьезную ситуацию. Он просил срочно перевести ему деньги на карту. Клиент: Я ничего не знала! Оператор: Пожалуйста, не переживайте, но это очень важно. Выберите код из эсэмэс, который вам придет, и отправьте его мне. Это поможет отменить перевод.",urgency;pressure;sms_code_request;secrecy,"Внесены правдоподобные ошибки распознавания речи, сохранены ключевые сигналы.","{'request_id': 'seed_005_gen_02_asr_noise', 'scenario': 'relative_emergency'}",0.9831
seed_005_gen_02_paraphrase,seed_005_gen_02,paraphrase,fraud,"Оператор: Добрый день, это служба безопасности банка. Ваш родственник попал в трудную ситуацию и просит вас немедленно перевести деньги на его карту. Клиент: Я ничего не знала об этом! Оператор: Пожалуйста, не волнуйтесь, но это очень важно. Введите код из СМС, который вам пришлют, чтобы мы могли отменить перевод.",urgency;pressure;sms_code_request;secrecy,"Переформулированы фразы, сохранены ключевые сигналы и суть диалога.","{'request_id': 'seed_005_gen_02_paraphrase', 'scenario': 'relative_emergency'}",0.3312
seed_005_gen_02_subtle,seed_005_gen_02,subtle,fraud,"Оператор: Здравствуйте, это служба поддержки. Ваш близкий человек столкнулся с трудностями и просит вас о помощи. Клиент: Я не знала об этом! Оператор: Пожалуйста, не волнуйтесь, но это важно. Введите код из СМС, который мы вам отправим, чтобы помочь решить проблему.",urgency;pressure;sms_code_request;secrecy,"Заменил формулировки на более завуалированные, сохранив основной смысл и сигналы.","{'request_id': 'seed_005_gen_02_subtle', 'scenario': 'relative_emergency'}",0.2331
seed_005_gen_03_paraphrase,seed_005_gen_03,paraphrase,fraud,"Оператор: Добрый день, это служба безопасности банка. Ваш родственник попал в серьезное ДТП и требует немедленной помощи. Клиент: Я ничего не знаю об этом! Оператор: Пожалуйста, не волнуйтесь, но ситуация крайне опасна. Вы можете перевести средства на эту карту? Клиент: Сейчас я не могу это сделать. Оператор: Пожалуйста, предоставьте мне код из СМС, чтобы я мог аннулировать перевод.",urgency;pressure;sms_code_request;secrecy,"Переформулированы фразы, сохранены ключевые сигналы и суть диалога.","{'request_id': 'seed_005_gen_03_paraphrase', 'scenario': 'relative_emergency'}",0.4244
seed_005_gen_03_subtle,seed_005_gen_03,subtle,fraud,"Оператор: Здравствуйте, это служба поддержки. В отношении вашего родственника возникла непредвиденная ситуация, требующая немедленного внимания. Клиент: Я не в курсе. Оператор: Пожалуйста, не волнуйтесь, но нам необходимо действовать быстро. Можете ли вы перевести средства на указанную карту? Клиент: Сейчас я не могу это сделать. Оператор: Пожалуйста, предоставьте код из СМС, чтобы мы могли предотвратить возможное действие.",urgency;pressure;sms_code_request;secrecy,"Заменил формулировки на более завуалированные, сохранив мошеннический сценарий.","{'request_id': 'seed_005_gen_03_subtle', 'scenario': 'relative_emergency'}",0.2035
seed_005_gen_04_asr_noise,seed_005_gen_04,asr_noise,fraud,"Оператор: Здравствуйте, это служба безопасности банка. Ваш родственник попал в серьезную аварию и нуждается в срочной помощи. Клиент: Я ничего не знаю! Оператор: Пожалуйста, не отвлекайтесь. Вы должны немедленно перевести деньги на эту карту для оплаты лечення. Клиент: Но у меня нет доступа к этому счету! Оператор: Это не проблема. Просто дайте мне номер карты и код из эсэмэс, который вам придет. Клиент: Но это же мошенничество! Оператор: Нет, это очень важно. Пожалуйста, действуйте быстро.",urgency;pressure;sms_code_request;secrecy,"Внесены правдоподобные ошибки распознавания речи, сохранив смысл и ключевые сигналы.","{'request_id': 'seed_005_gen_04_asr_noise', 'scenario': 'relative_emergency'}",0.9889
seed_005_gen_04_paraphrase,seed_005_gen_04,paraphrase,fraud,"Оператор: Добрый день, это служба безопасности банка. Ваш родственник попал в серьезное ДТП и требует срочной медицинской помощи. Клиент: Я ничего не знаю об этом! Оператор: Пожалуйста, не теряйте времени. Вам необходимо немедленно перевести средства на указанную карту для оплаты лечения. Клиент: Но я не могу получить доступ к этому счету! Оператор: Это не является препятствием. Просто предоставьте мне номер карты и код из СМС, который будет отправлен вам. Клиент: Но это же мошенничество! Оператор: Нет, это чрезвычайно важно. Пожалуйста, действуйте быстро.",urgency;pressure;sms_code_request;secrecy,"Переформулированы фразы, сохранены ключевые сигналы и суть диалога.","{'request_id': 'seed_005_gen_04_paraphrase', 'scenario': 'relative_emergency'}",0.4478
seed_005_gen_04_subtle,seed_005_gen_04,subtle,fraud,"Оператор: Здравствуйте, это служба поддержки. В отношении вашего родственника возникла ситуация, требующая немедленного внимания. Клиент: Я ничего не знаю! Оператор: Пожалуйста, не теряйте времени. Вам необходимо перевести средства на специальный счет для оказания помощи. Клиент: Но у меня нет доступа к этому счету! Оператор: Это не проблема. Просто предоставьте номер карты и код из СМС, который вы получите. Клиент: Но это же мошенничество! Оператор: Нет, это чрезвычайно важно. Пожалуйста, действуйте быстро.",urgency;pressure;sms_code_request;secrecy,"Заменил формулировки на более завуалированные, сохранив мошеннический сценарий.","{'request_id': 'seed_005_gen_04_subtle', 'scenario': 'relative_emergency'}",0.4458
seed_006_gen_01_asr_noise,seed_006_gen_01,asr_noise,fraud,"Оператор: Добрый день, это техническая подержка банка. Мы видим подозрительный вход в ваш личный кабинет. Клиент: Что мне делать? Оператор: Для защиты счёта срочно установите приложенье удалённого доступа, я подключусь и помогу отменить операции. Клиент: Это безопасно? Оператор: Да, это стандартная процедура службы безопасности, без неё мы не сможем заблокировать мошеников.",remote_access_app;bank_impersonation;trust_building,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_006_gen_01_asr_noise', 'scenario': 'fake_support_app_install'}",0.9947
seed_006_gen_01_paraphrase,seed_006_gen_01,paraphrase,fraud,"Оператор: Добрый день, это служба безопасности банка. Мы обнаружили подозрительную активность в вашем аккаунте. Клиент: Что делать? Оператор: Для предотвращения мошенничества немедленно установите приложение удалённого доступа, я помогу отменить подозрительные транзакции. Клиент: Это безопасно? Оператор: Да, это стандартная процедура, без неё мы не сможем защитить ваш счёт.",remote_access_app;bank_impersonation;trust_building,"Переформулированы фразы, сохранены ключевые сигналы и смысл.","{'request_id': 'seed_006_gen_01_paraphrase', 'scenario': 'fake_support_app_install'}",0.1671
seed_006_gen_01_subtle,seed_006_gen_01,subtle,fraud,"Оператор: Добрый день, это служба поддержки. Вижу подозрительную активность в вашем аккаунте. Клиент: Что делать? Оператор: Установите приложение для удалённого доступа, чтобы мы могли помочь. Клиент: Это безопасно? Оператор: Да, это стандартная процедура для предотвращения мошенничества.",remote_access_app;bank_impersonation;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_006_gen_01_subtle', 'scenario': 'fake_support_app_install'}",0.1019
seed_006_gen_02_paraphrase,seed_006_gen_02,paraphrase,fraud,"Оператор: Приветствуем вас, это служба безопасности банка. На вашем устройстве обнаружены подозрительные действия. Клиент: Что делать? Оператор: Установите специальное приложение и активируйте режим демонстрации экрана, чтобы я мог проверить ваше устройство и защитить ваш счёт. Клиент: Это первый раз, когда мне такое говорят. Оператор: Не волнуйтесь, я подробно объясню все шаги, это официальный инструмент банка.",remote_access_app;bank_impersonation;trust_building,"Переформулированы фразы, сохранены ключевые сигналы и суть мошенничества.","{'request_id': 'seed_006_gen_02_paraphrase', 'scenario': 'fake_support_app_install'}",0.2081
seed_006_gen_02_subtle,seed_006_gen_02,subtle,fraud,"Оператор: Добрый день, это служба техподдержки. На вашем устройстве обнаружены подозрительные действия. Клиент: Что делать? Оператор: Установите специальное приложение и активируйте режим демонстрации экрана, чтобы я мог проверить ваше устройство и защитить ваш счёт. Клиент: Это первый раз такое. Оператор: Не волнуйтесь, я продиктую вам шаги, это официальный инструмент банка.",remote_access_app;bank_impersonation;trust_building,"Заменены формулировки на более завуалированные, сохранив мошеннический сценарий.","{'request_id': 'seed_006_gen_02_subtle', 'scenario': 'fake_support_app_install'}",0.2923
seed_006_gen_03_asr_noise,seed_006_gen_03,asr_noise,fraud,"Оператор: Добрый день, у нас есть проблама с вашим мобилным приложением. Пожалуйста, установите обновление и дайте нам доступ к вашому аккаунту для пверки.",remote_access_app;bank_impersonation;trust_building,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_006_gen_03_asr_noise', 'scenario': 'fake_support_app_install'}",0.9776
seed_006_gen_03_paraphrase,seed_006_gen_03,paraphrase,fraud,"Оператор: Здравствуйте, у нас возникли технические проблемы с вашим приложением. Пожалуйста, установите последнюю версию и предоставьте нам временный доступ к вашему аккаунту для проверки.",remote_access_app;bank_impersonation;trust_building,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_006_gen_03_paraphrase', 'scenario': 'fake_support_app_install'}",0.7572
seed_006_gen_03_subtle,seed_006_gen_03,subtle,fraud,"Оператор: Добрый день, у нас возникли небольшие технические вопросы по вашему приложению. Пожалуйста, установите последнюю версию и предоставьте временный доступ к вашему аккаунту для проверки.",remote_access_app;bank_impersonation;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_006_gen_03_subtle', 'scenario': 'fake_support_app_install'}",0.735
seed_006_gen_04_asr_noise,seed_006_gen_04,asr_noise,fraud,"Оператор: Добрый день, это служба падержки. Мы заметили несколько необычных действий на вашем аккаунте. Чтобы убедиться, что все в порядке, мы предлагаем установить специальное приложение. Клиент: Что за действия? Оператор: Не могу точно скзаь, но для проверки нам нужно предоставить доступ к вашему устройству. Клиент: Хорошо, установлю.",remote_access_app;trust_building;bank_impersonation,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_006_gen_04_asr_noise', 'scenario': 'fake_support_app_install'}",0.9926
seed_006_gen_04_paraphrase,seed_006_gen_04,paraphrase,fraud,"Оператор: Здравствуйте, это служба техподдержки. Мы обнаружили ряд подозрительных операций на вашем аккаунте. Для проверки рекомендуем установить специализированное приложение. Клиент: Какие именно операции вызвали тревогу? Оператор: Точных данных нет, но для уверенности нам необходимо получить доступ к вашему устройству. Клиент: Хорошо, я установлю это приложение.",remote_access_app;trust_building;bank_impersonation,"Изменены формулировки и структура реплик, сохранены ключевые сигналы.","{'request_id': 'seed_006_gen_04_paraphrase', 'scenario': 'fake_support_app_install'}",0.0565
seed_006_gen_04_subtle,seed_006_gen_04,subtle,fraud,"Оператор: Добрый день, это служба техподдержки. Мы отметили некоторые странные активности на вашем аккаунте. Для устранения возможных проблем предлагаем установить специализированное приложение. Клиент: Какие именно активности? Оператор: Точных данных нет, но для проверки нам необходимо получить доступ к вашему устройству. Клиент: Хорошо, я установлю.",remote_access_app;trust_building;bank_impersonation,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_006_gen_04_subtle', 'scenario': 'fake_support_app_install'}",0.2104
seed_007_gen_01_asr_noise,seed_007_gen_01,asr_noise,fraud,"Следователь: Здравствуйте, это служба безопасностив Госуслуг. Ваш профиль подвергся взлому. Пожалуйста, потвердите свою личность, набрав код из эсэмэс.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Внесены правдоподобные ошибки ASR: 'безопасностив Госуслуг', 'потвердите', 'эсэмэс'.","{'request_id': 'seed_007_gen_01_asr_noise', 'scenario': 'government_service_impersonation'}",0.9632
seed_007_gen_01_paraphrase,seed_007_gen_01,paraphrase,fraud,"Сотрудник службы безопасности: Здравствуйте, это служба защиты данных Госуслуг. Ваш аккаунт может быть скомпрометирован. Пожалуйста, подтвердите вашу личность, введя код из СМС, который мы вам отправили.",government_impersonation;urgency;sms_code_request;password_request,"Переформулированы фразы, сохранены ключевые сигналы и суть мошенничества.","{'request_id': 'seed_007_gen_01_paraphrase', 'scenario': 'government_service_impersonation'}",0.3362
seed_007_gen_01_subtle,seed_007_gen_01,subtle,fraud,"Специалист: Здравствуйте, это служба поддержки Госуслуг. Обнаружены подозрительные действия в вашем аккаунте. Пожалуйста, проверьте свою учётную запись, введя код из СМС.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_007_gen_01_subtle', 'scenario': 'government_service_impersonation'}",0.6289
seed_007_gen_02_asr_noise,seed_007_gen_02,asr_noise,fraud,"Следователь: Добрый день, это гос услуги. У нас есть информация о попытке мошеничества с вашим аккаунтом. Пожалуйста, потвердите свою личность, набрав код из эсэмэс.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_007_gen_02_asr_noise', 'scenario': 'government_service_impersonation'}",0.9049
seed_007_gen_02_paraphrase,seed_007_gen_02,paraphrase,fraud,"Следователь: Добрый день, это служба безопасности сайта Госуслуг. Мы обнаружили подозрительную активность в вашем аккаунте. Пожалуйста, подтвердите вашу личность, введя код из СМС, который мы вам отправили.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_007_gen_02_paraphrase', 'scenario': 'government_service_impersonation'}",0.3814
seed_007_gen_02_subtle,seed_007_gen_02,subtle,fraud,"Служба: Добрый день, это служба безопасности государственных услуг. У нас есть информация о некорректном использовании вашего аккаунта. Пожалуйста, подтвердите вашу личность, введя код из СМС.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_007_gen_02_subtle', 'scenario': 'government_service_impersonation'}",0.7647
seed_007_gen_03_asr_noise,seed_007_gen_03,asr_noise,fraud,"Следователь: Добрый день, это гос услуги. У нас есть информация о попытке мошеничества с вашим аккаунтом. Пожалуйста, потвердите свою личность, набрав код из эсэмэс.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,Внесены правдоподобные ошибки ASR: изменения в словоформах и слитности слов.,"{'request_id': 'seed_007_gen_03_asr_noise', 'scenario': 'government_service_impersonation'}",0.9049
seed_007_gen_03_paraphrase,seed_007_gen_03,paraphrase,fraud,"Следователь: Добрый день, это служба безопасности портала Госуслуг. Мы обнаружили подозрительную активность в вашем аккаунте. Пожалуйста, подтвердите вашу личность, введя код из СМС, который мы вам отправили.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_007_gen_03_paraphrase', 'scenario': 'government_service_impersonation'}",0.3795
seed_007_gen_03_subtle,seed_007_gen_03,subtle,fraud,"Специалист: Добрый день, это служба поддержки Госуслуг. Обнаружены подозрительные действия с вашим аккаунтом. Пожалуйста, проверьте свою личность, введя код из СМС.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Заменены формулировки на более завуалированные, сохранив мошеннический сценарий.","{'request_id': 'seed_007_gen_03_subtle', 'scenario': 'government_service_impersonation'}",0.7168
seed_007_gen_04_asr_noise,seed_007_gen_04,asr_noise,fraud,"Следователь: Добрый день, это гос услуги. У нас есть информация о попытке мошеничества с вашим профилем. Клиент: Я ничего не подписывал. Следователь: В таком случае, пожалуйста, предоставьте код из эсэмэс, который мы вам отправили для потверждения.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Внесены правдоподобные ошибки ASR: 'гос услуги', 'мошеничества', 'эсэмэс', 'потверждения'.","{'request_id': 'seed_007_gen_04_asr_noise', 'scenario': 'government_service_impersonation'}",0.1404
seed_007_gen_04_paraphrase,seed_007_gen_04,paraphrase,fraud,"Следователь: Добрый день, это служба безопасности портала Госуслуг. Мы обнаружили подозрительную активность в вашем аккаунте. Клиент: Я ничего не делал. Следователь: Чтобы предотвратить возможное мошенничество, пожалуйста, введите код из СМС, который мы вам отправили для подтверждения.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_007_gen_04_paraphrase', 'scenario': 'government_service_impersonation'}",0.2287
seed_007_gen_04_subtle,seed_007_gen_04,subtle,fraud,"Следователь: Добрый день, это служба безопасности сайта госуслуг. У нас возникли подозрения относительно вашего аккаунта. Клиент: Я ничего не делал. Следователь: Чтобы мы могли помочь вам, пожалуйста, введите код из СМС, который мы вам отправили для проверки.",government_impersonation;urgency;sms_code_request;phishing_link;password_request,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_007_gen_04_subtle', 'scenario': 'government_service_impersonation'}",0.5229
seed_008_gen_01_asr_noise,seed_008_gen_01,asr_noise,fraud,"Клиент: Здравствуйте, я нашел отличную инвестиционную схему. Оператор: Привет! Да, конечно, рассказывайте подробнее. Клиент: Это очень выгодно, всего за несколько месецов можно получить большой доход. Оператор: Отлично, давайте я вам всё объясню. Клиент: Вы можете попробовать вложить деньги прямо сейчас, у нас есть ограниченное предложение. Оператор: Хорошо, но мне нужен ваш номер карты для проведения операции.",pressure;urgency;trust_building,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_008_gen_01_asr_noise', 'scenario': 'investment_scam'}",0.9747
seed_008_gen_01_paraphrase,seed_008_gen_01,paraphrase,fraud,"Клиент: Привет, я нашёл отличную возможность для инвестиций. Оператор: О, здорово! Расскажите подробнее. Клиент: Это действительно выгодно, за короткий срок можно получить существенный доход. Оператор: Отлично, давайте я объясню все условия. Клиент: Сейчас у нас есть специальное предложение, вы можете вложить средства прямо сейчас. Оператор: Хорошо, но мне нужен ваш номер карты для оформления.",pressure;urgency;trust_building,"Переформулированы фразы, сохранены ключевые сигналы и суть сценария.","{'request_id': 'seed_008_gen_01_paraphrase', 'scenario': 'investment_scam'}",0.4686
seed_008_gen_01_subtle,seed_008_gen_01,subtle,fraud,"Клиент: Привет, я нашёл интересное предложение по инвестированию. Оператор: О, здорово! Расскажите, пожалуйста, подробнее. Клиент: Это действительно перспективно, можно получить хорошие дивиденды уже через несколько месяцев. Оператор: Интересно, давайте я вам всё объясню. Клиент: Сейчас у нас есть специальное предложение, вы можете вложить средства прямо сейчас. Оператор: Хорошо, но мне нужен ваш номер карты для оформления сделки.",pressure;urgency;trust_building,"Заменил ключевые формулировки на более завуалированные, сохранив общую структуру и смысл.","{'request_id': 'seed_008_gen_01_subtle', 'scenario': 'investment_scam'}",0.4028
seed_008_gen_02_asr_noise,seed_008_gen_02,asr_noise,fraud,"Клиент: Здравствуйте, я нашел отличную инвестиционную схему. Оператор: Конечно, раскажите мне подробнее. Клиент: Это очень быстрый доход, всего за несколько месецов вы сможете получить огромную прибыль. Оператор: Отлично, давайте обсудим детали. Клиент: Вы получите 10% от всех сделок, которые мы проведем вместе. Оператор: Это звучит заманчиво. Но вам нужно будет предоставить свои личные данные.",pressure;urgency;trust_building,"Внесены правдоподобные ошибки распознавания речи, сохранив смысл и сигналы.","{'request_id': 'seed_008_gen_02_asr_noise', 'scenario': 'investment_scam'}",0.9937
seed_008_gen_02_paraphrase,seed_008_gen_02,paraphrase,fraud,"Клиент: Привет, я нашёл отличное предложение для инвестирования. Оператор: Расскажите, пожалуйста, подробнее. Клиент: Это отличная возможность быстро заработать, вы можете получить значительную прибыль уже через несколько месяцев. Оператор: Впечатляет. Давайте обсудим условия. Клиент: Вам необходимо будет предоставить некоторые личные данные для завершения процесса.",pressure;urgency;trust_building,"Переформулированы фразы, сохранены ключевые сигналы и суть мошенничества.","{'request_id': 'seed_008_gen_02_paraphrase', 'scenario': 'investment_scam'}",0.0392
seed_008_gen_02_subtle,seed_008_gen_02,subtle,fraud,"Клиент: Привет, я нашёл интересное предложение по инвестициям. Оператор: Расскажите, пожалуйста, подробнее. Клиент: Это проект, где можно быстро заработать, вложив деньги всего на несколько месяцев. Оператор: Интересно, давайте обсудим условия. Клиент: Вы получите комиссию от каждой сделки, которую мы заключим. Оператор: Это звучит привлекательно, но мне нужно будет предоставить некоторые личные данные.",pressure;urgency;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_008_gen_02_subtle', 'scenario': 'investment_scam'}",0.1219
seed_008_gen_03_asr_noise,seed_008_gen_03,asr_noise,fraud,"Клиент: Добрый день! Я нашел отличную инвестиционную схему. Вы можите заработать до 100% годовых! Оператор: Это действительно так. Но предложение ограничено в сроке 24 часа. Клиент: Как это работате? Оператор: Вы просто делаете депозит, и мы гарантируем вам высокую доходность. Клиент: Мне нужно что-то потвердить? Оператор: Нет, просто сделайте перевод на наш счет. Клиент: Хорошо, я сейчас сделаю.",pressure;urgency;trust_building,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_008_gen_03_asr_noise', 'scenario': 'investment_scam'}",0.9912
seed_008_gen_03_paraphrase,seed_008_gen_03,paraphrase,fraud,"Клиент: Приветствую вас! Я обнаружил отличную финансовую возможность. Вы сможете получить доход до 100% годовых! Оператор: Да, это правда. Однако это предложение действует всего 24 часа. Клиент: Как это функционирует? Оператор: Вам нужно просто внести депозит, и мы обеспечим вам высокий уровень доходности. Клиент: Мне необходимо что-то подтвердить? Оператор: Нет, просто выполните перевод на наш счет.",pressure;urgency;trust_building,"Формулировки изменены, сохранены ключевые сигналы и суть схемы.","{'request_id': 'seed_008_gen_03_paraphrase', 'scenario': 'investment_scam'}",0.4583
seed_008_gen_03_subtle,seed_008_gen_03,subtle,fraud,"Клиент: Приветствую! Я нашёл интересное предложение по инвестициям. Говорят, можно получить до 100% годовых. Оператор: Да, это правда. Но акция действует всего 24 часа. Клиент: Как это функционирует? Оператор: Вы просто вносите средства, и мы обеспечиваем высокий уровень доходности. Клиент: Мне нужно будет что-то подтвердить? Оператор: Нет, просто выполните перевод на наш счёт.",pressure;urgency;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_008_gen_03_subtle', 'scenario': 'investment_scam'}",0.4949
seed_008_gen_04_asr_noise,seed_008_gen_04,asr_noise,fraud,"Менеджер: Добрый день, у нас закрытая инвестиционная платформа с доходностью до тридцати процентов в месяц. Клиент: Звучит слишком хорошо. Менеджер: Понимаю ващи сомнения, но окно входа закрывается сегодня, остались два места. Клиент: И что нужно сделать? Менеджер: Прямо сейчас внесите первый депозит, тогда за вами закрепят счёт и персонального аналитика. Клиент: Мне нужно подумать. Менеджер: Если будете тянуть, место уйдёт другому инвестору.",pressure;urgency;trust_building,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_008_gen_04_asr_noise', 'scenario': 'investment_scam'}",0.9481
seed_008_gen_04_paraphrase,seed_008_gen_04,paraphrase,fraud,"Менеджер: Добрый день, представляем вам нашу эксклюзивную инвестиционную платформу, где доходность может достигать 30% в месяц. Клиент: Это звучит слишком хорошо, чтобы быть правдой. Менеджер: Понимаю ваши опасения, но сегодня последний день для участия, осталось всего два места. Клиент: А что мне нужно сделать? Менеджер: Внесите первый взнос прямо сейчас, и мы закрепим за вами счёт и персонального аналитика. Клиент: Мне нужно время на размышление. Менеджер: Если вы будете медлить, место займёт другой инвестор.",pressure;urgency;trust_building,"Формулировки изменены, сохранены ключевые сигналы и суть сценария.","{'request_id': 'seed_008_gen_04_paraphrase', 'scenario': 'investment_scam'}",0.4351
seed_008_gen_04_subtle,seed_008_gen_04,subtle,fraud,"Менеджер: Добрый день, представьте себе уникальную возможность вложить средства в проект с потенциальной доходностью до 30% в месяц. Клиент: Это звучит очень заманчиво. Менеджер: Мы понимаем ваши опасения, но стоит помнить, что такие предложения могут быстро исчерпаться. Клиент: А что конкретно мне нужно сделать? Менеджер: Внесите первый взнос прямо сейчас, и мы обеспечим вам персонального консультанта и индивидуальный счёт. Клиент: Мне нужно время на размышление. Менеджер: Помните, что подобные возможности могут быть ограничены по времени.",pressure;urgency;trust_building,"Заменил ключевые формулировки на более завуалированные, сохранив общую структуру и смысл диалога.","{'request_id': 'seed_008_gen_04_subtle', 'scenario': 'investment_scam'}",0.1623
